DISCUSSION_TITLE	DISCUSSION_LINK	NUM_TEXTS	WORD_COUNT
https://internet-party.loomio.org	Allow holocaust deniers in the Internet Party
	/d/Qf0jGzDm/allow-holocaust-deniers-in-the-internet-party	14	226
https://internet-party.loomio.org	
OIA Requests - Workable formats and open data
	/d/PqB9MwrC/oia-requests-workable-formats-and-open-data	5	131
https://internet-party.loomio.org	
Should the Internet Party promote Telecommuting? 
	/d/8lc1QNWg/should-the-internet-party-promote-telecommuting	4	95
https://internet-party.loomio.org	
Modify the Policy Incubator interface to mitigate...
	/d/LkWp8aqI/modify-the-policy-incubator-interface-to-mitigate-vocal-minority-bias-and-for-expediency	10	261
https://internet-party.loomio.org	
No Child hungry/malnourished in Aotearoa
	/d/cXpJRr0u/no-child-hungry-malnourished-in-aotearoa	18	549
https://internet-party.loomio.org	
Should we alter the 'satire' laws regarding broadcasting...
	/d/xZFYNMXf/should-we-alter-the-satire-laws-regarding-broadcasting-parliament-recording	12	252
https://internet-party.loomio.org	
LGBT Issues
	/d/phRcxF7G/lgbt-issues	6	101
https://internet-party.loomio.org	
Annual vehicle licencing fees
	/d/b6Rp7HkG/annual-vehicle-licencing-fees	14	291
https://internet-party.loomio.org	
Support for policies of other parties
	/d/B5ONMYxH/support-for-policies-of-other-parties	14	138
https://internet-party.loomio.org	
Positive reward system for drivers
	/d/pgTd0iUO/positive-reward-system-for-drivers	2	37
https://internet-party.loomio.org	
Reform judiciary
Judiciary
	/d/rkKi3OJC/reform-judiciary	19	529
https://internet-party.loomio.org	
If I am born, do I have the right to occupy a portion of...
	/d/Ba7INCu5/if-i-am-born-do-i-have-the-right-to-occupy-a-portion-of-debt-free-space	16	393
https://internet-party.loomio.org	
Should a fine be income based?
	/d/bvdD28n3/should-a-fine-be-income-based	25	527
https://internet-party.loomio.org	
NZTA
Transport
	/d/lzBwumxD/nzta	4	51
https://internet-party.loomio.org	
Should The IP support legal regulation of all...
Drug Law Reform
	/d/wsnZkxHI/should-the-ip-support-legal-regulation-of-all-recreational-drugs	18	456
https://internet-party.loomio.org	
Should The IP support an amendment to the PSA to allow...
Drug Law Reform
	/d/XlLpeKVw/should-the-ip-support-an-amendment-to-the-psa-to-allow-drugs-currently-under-the-moda-to-be-applied-and-tested-for-low-risk-of-harm	6	109
https://internet-party.loomio.org	
Ministerial Ombudsmen as a mechanic to reduce costs
Economy, Currency & Tax Reform Policies
	/d/ulXIRpCU/ministerial-ombudsmen-as-a-mechanic-to-reduce-costs	2	11
https://internet-party.loomio.org	
A discussion about Crypto Currencies
Economy, Currency & Tax Reform Policies
	/d/CxFrT8X5/a-discussion-about-crypto-currencies	13	284
https://internet-party.loomio.org	
Should ads be banned during children's programming?
	/d/SrPXGs3p/should-ads-be-banned-during-children-s-programming	13	239
https://internet-party.loomio.org	
What measures would you suggest to reduce the price of...
	/d/rjwDVfzI/what-measures-would-you-suggest-to-reduce-the-price-of-school-uniforms	7	134
